SECTION,ROW,VALUES
Scenario228,yield_c,3.2433
Scenario228,yield_b,19.3385
Scenario229,prob,0.002
Scenario229,yield_w,2.0708
Scenario229,yield_c,2.6222
Scenario229,yield_b,24.3375
Scenario230,prob,0.002
Scenario230,yield_w,2.9078
Scenario230,yield_c,2.4552
Scenario230,yield_b,29.9474
Scenario231,prob,0.002
Scenario231,yield_w,2.0618
Scenario231,yield_c,3.1371
Scenario231,yield_b,17.4913
Scenario232,prob,0.002
Scenario232,yield_w,2.6299
Scenario232,yield_c,2.3151
Scenario232,yield_b,13.8359
Scenario233,prob,0.002
Scenario233,yield_w,2.5273
Scenario233,yield_c,3.2858
Scenario233,yield_b,19.6027
Scenario234,prob,0.002
Scenario234,yield_w,2.109
Scenario234,yield_c,1.8082
Scenario234,yield_b,31.6087
Scenario235,prob,0.002
Scenario235,yield_w,3.7864
Scenario235,yield_c,3.7204
Scenario235,yield_b,16.3835
Scenario236,prob,0.002
Scenario236,yield_w,2.8804
Scenario236,yield_c,3.3308
Scenario236,yield_b,27.376
Scenario237,prob,0.002
Scenario237,yield_w,1.2849
Scenario237,yield_c,3.1792
Scenario237,yield_b,27.5497
Scenario238,prob,0.002
Scenario238,yield_w,2.6119
Scenario238,yield_c,3.6879
Scenario238,yield_b,17.5089
Scenario239,prob,0.002
Scenario239,yield_w,2.1029
Scenario239,yield_c,4.1658
Scenario239,yield_b,22.5604
Scenario240,prob,0.002
Scenario240,yield_w,3.0115
Scenario240,yield_c,3.7101
Scenario240,yield_b,27.3278
Scenario241,prob,0.002
Scenario241,yield_w,2.0245
Scenario241,yield_c,1.7114
Scenario241,yield_b,18.2939
Scenario242,prob,0.002
Scenario242,yield_w,2.4312
Scenario242,yield_c,2.1043
Scenario242,yield_b,19.0839
Scenario243,prob,0.002
Scenario243,yield_w,2.803
Scenario243,yield_c,2.5626
Scenario243,yield_b,17.3824
Scenario244,prob,0.002
Scenario244,yield_w,3.0195
Scenario244,yield_c,3.0183
Scenario244,yield_b,15.4336
Scenario245,prob,0.002
Scenario245,yield_w,1.7798
Scenario245,yield_c,3.3624
Scenario245,yield_b,17.0783
Scenario246,prob,0.002
Scenario246,yield_w,2.2993
Scenario246,yield_c,2.492
Scenario246,yield_b,14.4923
Scenario247,prob,0.002
Scenario247,yield_w,2.215
Scenario247,yield_c,3.1307
Scenario247,yield_b,20.1534
Scenario248,prob,0.002
Scenario248,yield_w,2.108
Scenario248,yield_c,2.4712
Scenario248,yield_b,16.5351
Scenario249,prob,0.002
Scenario249,yield_w,3.5593
Scenario249,yield_c,2.5719
Scenario249,yield_b,21.052
Scenario250,prob,0.002
Scenario250,yield_w,2.743
Scenario250,yield_c,2.0153
Scenario250,yield_b,12.9985
Scenario251,prob,0.002
Scenario251,yield_w,1.7435
Scenario251,yield_c,2.3537
Scenario251,yield_b,21.489
Scenario252,prob,0.002
Scenario252,yield_w,3.0507
Scenario252,yield_c,2.0538
Scenario252,yield_b,23.7509
Scenario253,prob,0.002
Scenario253,yield_w,3.7733
Scenario253,yield_c,2.3169
Scenario253,yield_b,11.0282
Scenario254,prob,0.002
Scenario254,yield_w,3.1195
Scenario254,yield_c,3.7375
Scenario254,yield_b,21.6833
Scenario255,prob,0.002
Scenario255,yield_w,1.5884
Scenario255,yield_c,2.3354
Scenario255,yield_b,25.5245
Scenario256,prob,0.002
Scenario256,yield_w,2.2095
Scenario256,yield_c,4.8427
Scenario256,yield_b,14.5566
Scenario257,prob,0.002
Scenario257,yield_w,3.2601
Scenario257,yield_c,3.3453
Scenario257,yield_b,27.5266
Scenario258,prob,0.002
Scenario258,yield_w,2.0754
Scenario258,yield_c,3.1294
Scenario258,yield_b,21.8856
Scenario259,prob,0.002
Scenario259,yield_w,2.7663
Scenario259,yield_c,2.3991
Scenario259,yield_b,16.8274
Scenario260,prob,0.002
Scenario260,yield_w,2.9648
Scenario260,yield_c,3.4902
Scenario260,yield_b,19.749
Scenario261,prob,0.002
Scenario261,yield_w,1.9438
Scenario261,yield_c,2.5971
Scenario261,yield_b,22.5125
Scenario262,prob,0.002
Scenario262,yield_w,2.4643
Scenario262,yield_c,3.0854
Scenario262,yield_b,20.342
Scenario263,prob,0.002
Scenario263,yield_w,0.5552
Scenario263,yield_c,4.7921
Scenario263,yield_b,22.4244
Scenario264,prob,0.002
Scenario264,yield_w,1.8854
Scenario264,yield_c,2.9328
Scenario264,yield_b,15.857
Scenario265,prob,0.002
Scenario265,yield_w,2.3485
Scenario265,yield_c,3.8045
Scenario265,yield_b,20.7621
Scenario266,prob,0.002
Scenario266,yield_w,1.7513
Scenario266,yield_c,2.5078
Scenario266,yield_b,13.6383
Scenario267,prob,0.002
Scenario267,yield_w,3.4794
Scenario267,yield_c,2.9755
Scenario267,yield_b,19.4995
Scenario268,prob,0.002
Scenario268,yield_w,1.6419
Scenario268,yield_c,4.2396
Scenario268,yield_b,15.9324
Scenario269,prob,0.002
Scenario269,yield_w,2.236
Scenario269,yield_c,2.5611
Scenario269,yield_b,16.6901
Scenario270,prob,0.002
Scenario270,yield_w,2.5784
Scenario270,yield_c,4.2687
Scenario270,yield_b,25.5624
Scenario271,prob,0.002
Scenario271,yield_w,3.3648
Scenario271,yield_c,3.4954
Scenario271,yield_b,24.9109
Scenario272,prob,0.002
Scenario272,yield_w,1.6385
Scenario272,yield_c,2.6063
Scenario272,yield_b,22.7411
Scenario273,prob,0.002
Scenario273,yield_w,3.1979
Scenario273,yield_c,3.4427
Scenario273,yield_b,15.0846
Scenario274,prob,0.002
Scenario274,yield_w,2.5061
Scenario274,yield_c,3.6808
Scenario274,yield_b,18.5762
Scenario275,prob,0.002
Scenario275,yield_w,1.9111
Scenario275,yield_c,3.4353
Scenario275,yield_b,25.4589
Scenario276,prob,0.002
Scenario276,yield_w,2.7773
Scenario276,yield_c,1.9008
Scenario276,yield_b,20.6377
Scenario277,prob,0.002
Scenario277,yield_w,2.6194
Scenario277,yield_c,2.491
Scenario277,yield_b,30.437
Scenario278,prob,0.002
Scenario278,yield_w,2.1399
Scenario278,yield_c,2.8267
Scenario278,yield_b,21.7699
Scenario279,prob,0.002
Scenario279,yield_w,2.5419
Scenario279,yield_c,2.9479
Scenario279,yield_b,20.8642
Scenario280,prob,0.002
Scenario280,yield_w,2.2688
Scenario280,yield_c,3.4345
Scenario280,yield_b,18.609
Scenario281,prob,0.002
Scenario281,yield_w,2.5681
Scenario281,yield_c,3.1244
Scenario281,yield_b,20.6009
Scenario282,prob,0.002
Scenario282,yield_w,2.8973
Scenario282,yield_c,2.0653
Scenario282,yield_b,19.3139
Scenario283,prob,0.002
Scenario283,yield_w,3.4516
Scenario283,yield_c,3.2661
Scenario283,yield_b,23.1865
Scenario284,prob,0.002
Scenario284,yield_w,1.7573
Scenario284,yield_c,3.4274
Scenario284,yield_b,24.3052
Scenario285,prob,0.002
Scenario285,yield_w,3.7798
Scenario285,yield_c,3.3919
Scenario285,yield_b,16.463
Scenario286,prob,0.002
Scenario286,yield_w,1.3287
Scenario286,yield_c,3.7565
Scenario286,yield_b,14.0095
Scenario287,prob,0.002
Scenario287,yield_w,2.4089
Scenario287,yield_c,3.5837
Scenario287,yield_b,11.7371
Scenario288,prob,0.002
Scenario288,yield_w,2.853
Scenario288,yield_c,3.3214
Scenario288,yield_b,22.286
Scenario289,prob,0.002
Scenario289,yield_w,2.6686
Scenario289,yield_c,2.9509
Scenario289,yield_b,15.0349
Scenario290,prob,0.002
Scenario290,yield_w,2.1264
Scenario290,yield_c,1.8373
Scenario290,yield_b,10.312
Scenario291,prob,0.002
Scenario291,yield_w,2.3751
Scenario291,yield_c,3.3007
Scenario291,yield_b,21.7486
Scenario292,prob,0.002
Scenario292,yield_w,2.2042
Scenario292,yield_c,3.1454
Scenario292,yield_b,31.2185
Scenario293,prob,0.002
Scenario293,yield_w,2.1464
Scenario293,yield_c,3.1901
Scenario293,yield_b,19.9727
Scenario294,prob,0.002
Scenario294,yield_w,3.0098
Scenario294,yield_c,2.1063
Scenario294,yield_b,23.7732
Scenario295,prob,0.002
Scenario295,yield_w,2.7142
Scenario295,yield_c,2.2433
Scenario295,yield_b,20.3682
Scenario296,prob,0.002
Scenario296,yield_w,2.0843
Scenario296,yield_c,3.7372
Scenario296,yield_b,19.555
Scenario297,prob,0.002
Scenario297,yield_w,3.0398
Scenario297,yield_c,2.9723
Scenario297,yield_b,24.1358
Scenario298,prob,0.002
Scenario298,yield_w,2.6844
Scenario298,yield_c,3.4771
Scenario298,yield_b,18.6938
Scenario299,prob,0.002
Scenario299,yield_w,2.9877
Scenario299,yield_c,3.0198
Scenario299,yield_b,21.2033
Scenario300,prob,0.002
Scenario300,yield_w,2.8778
Scenario300,yield_c,3.0208
Scenario300,yield_b,21.4476
Scenario301,prob,0.002
Scenario301,yield_w,2.0026
Scenario301,yield_c,3.6568
Scenario301,yield_b,16.9936
Scenario302,prob,0.002
Scenario302,yield_w,2.1639
Scenario302,yield_c,2.6388
Scenario302,yield_b,24.4642
Scenario303,prob,0.002
Scenario303,yield_w,2.9484
Scenario303,yield_c,3.0673
Scenario303,yield_b,19.2127
Scenario304,prob,0.002
Scenario304,yield_w,2.8662
Scenario304,yield_c,2.6764
Scenario304,yield_b,16.5991
Scenario305,prob,0.002
Scenario305,yield_w,2.4875
Scenario305,yield_c,2.6959
Scenario305,yield_b,22.4143
Scenario306,prob,0.002
Scenario306,yield_w,2.5704
Scenario306,yield_c,2.7836
Scenario306,yield_b,15.9569
Scenario307,prob,0.002
Scenario307,yield_w,3.2666
Scenario307,yield_c,3.1555
Scenario307,yield_b,20.1268
Scenario308,prob,0.002
Scenario308,yield_w,2.1451
Scenario308,yield_c,2.6649
Scenario308,yield_b,19.959
Scenario309,prob,0.002
Scenario309,yield_w,2.8283
Scenario309,yield_c,3.879
Scenario309,yield_b,24.8865
Scenario310,prob,0.002
Scenario310,yield_w,2.3787
Scenario310,yield_c,2.3738
Scenario310,yield_b,22.1361
Scenario311,prob,0.002
Scenario311,yield_w,2.3694
Scenario311,yield_c,2.8692
Scenario311,yield_b,19.8874
Scenario312,prob,0.002
Scenario312,yield_w,3.1593
Scenario312,yield_c,2.6922
Scenario312,yield_b,23.6799
Scenario313,prob,0.002
Scenario313,yield_w,2.9952
Scenario313,yield_c,4.0129
Scenario313,yield_b,26.2559
Scenario314,prob,0.002
Scenario314,yield_w,2.9881
Scenario314,yield_c,3.1376
Scenario314,yield_b,22.5101
Scenario315,prob,0.002
Scenario315,yield_w,3.2833
Scenario315,yield_c,3.7223
Scenario315,yield_b,20.0466
Scenario316,prob,0.002
Scenario316,yield_w,2.5126
Scenario316,yield_c,1.9601
Scenario316,yield_b,14.0967
Scenario317,prob,0.002
Scenario317,yield_w,2.9092
Scenario317,yield_c,3.1869
Scenario317,yield_b,15.207
Scenario318,prob,0.002
Scenario318,yield_w,2.3138
Scenario318,yield_c,3.6227
Scenario318,yield_b,18.6265
Scenario319,prob,0.002
Scenario319,yield_w,2.6945
Scenario319,yield_c,3.0576
Scenario319,yield_b,17.2572
Scenario320,prob,0.002
Scenario320,yield_w,2.4219
Scenario320,yield_c,3.7458
Scenario320,yield_b,19.1586
Scenario321,prob,0.002
Scenario321,yield_w,2.5582
Scenario321,yield_c,2.6379
Scenario321,yield_b,20.2549
Scenario322,prob,0.002
Scenario322,yield_w,2.8571
Scenario322,yield_c,3.9865
Scenario322,yield_b,22.3836
Scenario323,prob,0.002
Scenario323,yield_w,2.0091
Scenario323,yield_c,4.6092
Scenario323,yield_b,19.6828
Scenario324,prob,0.002
Scenario324,yield_w,3.7554
Scenario324,yield_c,2.746
Scenario324,yield_b,22.1893
Scenario325,prob,0.002
Scenario325,yield_w,1.8964
Scenario325,yield_c,2.6881
Scenario325,yield_b,20.2901
Scenario326,prob,0.002
Scenario326,yield_w,1.7715
Scenario326,yield_c,4.0174
Scenario326,yield_b,11.1104
Scenario327,prob,0.002
Scenario327,yield_w,3.1949
Scenario327,yield_c,4.1057
Scenario327,yield_b,15.773
Scenario328,prob,0.002
Scenario328,yield_w,2.975
Scenario328,yield_c,2.634
Scenario328,yield_b,19.3516
Scenario329,prob,0.002
Scenario329,yield_w,2.8745
Scenario329,yield_c,2.7059
Scenario329,yield_b,14.5564
Scenario330,prob,0.002
Scenario330,yield_w,2.877
Scenario330,yield_c,2.8028
Scenario330,yield_b,22.6997
Scenario331,prob,0.002
Scenario331,yield_w,2.4927
Scenario331,yield_c,2.0589
Scenario331,yield_b,26.8884
Scenario332,prob,0.002
Scenario332,yield_w,1.9616
Scenario332,yield_c,2.3569
Scenario332,yield_b,25.4844
Scenario333,prob,0.002
Scenario333,yield_w,2.5455
Scenario333,yield_c,2.2971
Scenario333,yield_b,19.0395
Scenario334,prob,0.002
Scenario334,yield_w,2.0937
Scenario334,yield_c,2.4625
Scenario334,yield_b,26.7083
Scenario335,prob,0.002
Scenario335,yield_w,3.0851
Scenario335,yield_c,2.9757
Scenario335,yield_b,20.669
Scenario336,prob,0.002
Scenario336,yield_w,2.4118
Scenario336,yield_c,3.164
Scenario336,yield_b,18.4831
Scenario337,prob,0.002
Scenario337,yield_w,2.0047
Scenario337,yield_c,4.0854
Scenario337,yield_b,17.2397
Scenario338,prob,0.002
Scenario338,yield_w,2.3072
Scenario338,yield_c,2.3012
Scenario338,yield_b,18.6389
Scenario339,prob,0.002
Scenario339,yield_w,2.7478
Scenario339,yield_c,3.689
Scenario339,yield_b,18.2532
Scenario340,prob,0.002
Scenario340,yield_w,2.1618
Scenario340,yield_c,2.8502
Scenario340,yield_b,20.7669
Scenario341,prob,0.002
Scenario341,yield_w,2.0067
Scenario341,yield_c,2.9654
Scenario341,yield_b,20.7226
Scenario342,prob,0.002
Scenario342,yield_w,2.6462
Scenario342,yield_c,3.4724
Scenario342,yield_b,20.0137
Scenario343,prob,0.002
Scenario343,yield_w,2.647
Scenario343,yield_c,2.2141
Scenario343,yield_b,21.9662
Scenario344,prob,0.002
Scenario344,yield_w,2.1958
Scenario344,yield_c,3.2677
Scenario344,yield_b,25.3579
Scenario345,prob,0.002
Scenario345,yield_w,2.2174
Scenario345,yield_c,3.1165
Scenario345,yield_b,24.273
Scenario346,prob,0.002
Scenario346,yield_w,2.6392
Scenario346,yield_c,3.3447
Scenario346,yield_b,13.318
Scenario347,prob,0.002
Scenario347,yield_w,1.6311
Scenario347,yield_c,3.2024
Scenario347,yield_b,8.5074
Scenario348,prob,0.002
Scenario348,yield_w,1.6555
Scenario348,yield_c,4.7187
Scenario348,yield_b,24.2044
Scenario349,prob,0.002
Scenario349,yield_w,2.0689
Scenario349,yield_c,2.5536
Scenario349,yield_b,13.849
Scenario350,prob,0.002
Scenario350,yield_w,2.3719
Scenario350,yield_c,2.6283
Scenario350,yield_b,18.9886
Scenario351,prob,0.002
Scenario351,yield_w,2.6865
Scenario351,yield_c,2.5638
Scenario351,yield_b,14.7345
Scenario352,prob,0.002
Scenario352,yield_w,3.3852
Scenario352,yield_c,2.6112
Scenario352,yield_b,11.8911
Scenario353,prob,0.002
Scenario353,yield_w,3.0146
Scenario353,yield_c,2.5538
Scenario353,yield_b,22.4366
Scenario354,prob,0.002
Scenario354,yield_w,2.404
Scenario354,yield_c,3.8323
Scenario354,yield_b,23.4162
Scenario355,prob,0.002
Scenario355,yield_w,2.4886
Scenario355,yield_c,3.9944
Scenario355,yield_b,17.4057
Scenario356,prob,0.002
Scenario356,yield_w,1.8985
Scenario356,yield_c,2.6005
Scenario356,yield_b,8.3403
Scenario357,prob,0.002
Scenario357,yield_w,2.4889
Scenario357,yield_c,2.4174
Scenario357,yield_b,17.5419
Scenario358,prob,0.002
Scenario358,yield_w,2.3268
Scenario358,yield_c,3.33
Scenario358,yield_b,21.7631
Scenario359,prob,0.002
Scenario359,yield_w,2.6936
Scenario359,yield_c,2.6134
Scenario359,yield_b,13.3449
Scenario360,prob,0.002
Scenario360,yield_w,2.0037
Scenario360,yield_c,3.4431
Scenario360,yield_b,20.8251
Scenario361,prob,0.002
Scenario361,yield_w,2.8116
Scenario361,yield_c,3.142
Scenario361,yield_b,19.9311
Scenario362,prob,0.002
Scenario362,yield_w,3.4196
Scenario362,yield_c,1.939
Scenario362,yield_b,22.6068
Scenario363,prob,0.002
Scenario363,yield_w,2.4347
Scenario363,yield_c,4.0833
Scenario363,yield_b,20.5381
Scenario364,prob,0.002
Scenario364,yield_w,2.741
Scenario364,yield_c,4.2571
Scenario364,yield_b,15.6212
Scenario365,prob,0.002
Scenario365,yield_w,2.9141
Scenario365,yield_c,2.571
Scenario365,yield_b,25.3846
Scenario366,prob,0.002
Scenario366,yield_w,2.2593
Scenario366,yield_c,2.7286
Scenario366,yield_b,19.2866
Scenario367,prob,0.002
Scenario367,yield_w,2.6345
Scenario367,yield_c,3.2001
Scenario367,yield_b,19.8771
Scenario368,prob,0.002
Scenario368,yield_w,2.5076
Scenario368,yield_c,3.2341
Scenario368,yield_b,15.8003
Scenario369,prob,0.002
Scenario369,yield_w,2.5586
Scenario369,yield_c,3.461
Scenario369,yield_b,18.0052
Scenario370,prob,0.002
Scenario370,yield_w,2.0362
Scenario370,yield_c,4.4071
Scenario370,yield_b,16.0184
Scenario371,prob,0.002
Scenario371,yield_w,2.5147
Scenario371,yield_c,2.8761
Scenario371,yield_b,19.2217
Scenario372,prob,0.002
Scenario372,yield_w,2.7988
Scenario372,yield_c,2.4412
Scenario372,yield_b,27.7027
Scenario373,prob,0.002
Scenario373,yield_w,3.3707
Scenario373,yield_c,2.0345
Scenario373,yield_b,13.8264
Scenario374,prob,0.002
Scenario374,yield_w,3.0756
Scenario374,yield_c,2.4883
Scenario374,yield_b,12.739
Scenario375,prob,0.002
Scenario375,yield_w,3.7919
Scenario375,yield_c,2.9768
Scenario375,yield_b,26.6203
Scenario376,prob,0.002
Scenario376,yield_w,2.0396
Scenario376,yield_c,4.2562
Scenario376,yield_b,19.058
Scenario377,prob,0.002
Scenario377,yield_w,3.0234
Scenario377,yield_c,2.6377
Scenario377,yield_b,16.9892
Scenario378,prob,0.002
Scenario378,yield_w,2.61
Scenario378,yield_c,3.1567
Scenario378,yield_b,24.6796
Scenario379,prob,0.002
Scenario379,yield_w,3.8139
Scenario379,yield_c,2.9885
Scenario379,yield_b,17.2747
Scenario380,prob,0.002
Scenario380,yield_w,2.015
Scenario380,yield_c,3.8319
Scenario380,yield_b,28.217
Scenario381,prob,0.002
Scenario381,yield_w,1.9962
Scenario381,yield_c,4.7689
Scenario381,yield_b,23.0507
Scenario382,prob,0.002
Scenario382,yield_w,2.1404
Scenario382,yield_c,2.6284
Scenario382,yield_b,17.8044
Scenario383,prob,0.002
Scenario383,yield_w,1.2257
Scenario383,yield_c,2.6574
Scenario383,yield_b,29.7079
Scenario384,prob,0.002
Scenario384,yield_w,2.1845
Scenario384,yield_c,3.7309
Scenario384,yield_b,17.2743
Scenario385,prob,0.002
Scenario385,yield_w,2.0445
Scenario385,yield_c,3.4773
Scenario385,yield_b,23.3394
Scenario386,prob,0.002
Scenario386,yield_w,2.5902
Scenario386,yield_c,4.2927
Scenario386,yield_b,21.3468
Scenario387,prob,0.002
Scenario387,yield_w,2.7051
Scenario387,yield_c,3.4087
Scenario387,yield_b,25.8578
Scenario388,prob,0.002
Scenario388,yield_w,3.6257
Scenario388,yield_c,2.7485
Scenario388,yield_b,27.0268
Scenario389,prob,0.002
Scenario389,yield_w,3.0703
Scenario389,yield_c,3.4135
Scenario389,yield_b,20.144
Scenario390,prob,0.002
Scenario390,yield_w,2.1539
Scenario390,yield_c,3.7761
Scenario390,yield_b,16.6096
Scenario391,prob,0.002
Scenario391,yield_w,1.961
Scenario391,yield_c,3.5743
Scenario391,yield_b,22.0699
Scenario392,prob,0.002
Scenario392,yield_w,2.7952
Scenario392,yield_c,3.3551
Scenario392,yield_b,16.9503
Scenario393,prob,0.002
Scenario393,yield_w,1.7079
Scenario393,yield_c,3.7467
Scenario393,yield_b,29.0602
Scenario394,prob,0.002
Scenario394,yield_w,3.5989
Scenario394,yield_c,3.8185
Scenario394,yield_b,20.6144
Scenario395,prob,0.002
Scenario395,yield_w,3.2077
Scenario395,yield_c,3.9675
Scenario395,yield_b,18.3561
Scenario396,prob,0.002
Scenario396,yield_w,2.2185
Scenario396,yield_c,3.4541
Scenario396,yield_b,20.8311
Scenario397,prob,0.002
Scenario397,yield_w,1.4721
Scenario397,yield_c,2.883
Scenario397,yield_b,13.9379
Scenario398,prob,0.002
Scenario398,yield_w,3.3123
Scenario398,yield_c,3.1027
Scenario398,yield_b,15.6277
Scenario399,prob,0.002
Scenario399,yield_w,2.4313
Scenario399,yield_c,3.8446
Scenario399,yield_b,25.4019
Scenario400,prob,0.002
Scenario400,yield_w,3.2427
Scenario400,yield_c,2.4281
Scenario400,yield_b,17.044
Scenario401,prob,0.002
Scenario401,yield_w,1.5433
Scenario401,yield_c,3.2581
Scenario401,yield_b,15.2889
Scenario402,prob,0.002
Scenario402,yield_w,2.1404
Scenario402,yield_c,2.7247
Scenario402,yield_b,22.4149
Scenario403,prob,0.002
Scenario403,yield_w,2.5031
Scenario403,yield_c,3.0201
Scenario403,yield_b,25.3357
Scenario404,prob,0.002
Scenario404,yield_w,2.5282
Scenario404,yield_c,3.8949
Scenario404,yield_b,23.2353
Scenario405,prob,0.002
Scenario405,yield_w,2.23
Scenario405,yield_c,3.1338
Scenario405,yield_b,24.4822
Scenario406,prob,0.002
Scenario406,yield_w,2.8737
Scenario406,yield_c,3.0325
Scenario406,yield_b,16.5944
Scenario407,prob,0.002
Scenario407,yield_w,1.8594
Scenario407,yield_c,2.0481
Scenario407,yield_b,13.6019
Scenario408,prob,0.002
Scenario408,yield_w,2.4146
Scenario408,yield_c,3.5224
Scenario408,yield_b,26.756
Scenario409,prob,0.002
Scenario409,yield_w,2.5722
Scenario409,yield_c,3.4518
Scenario409,yield_b,18.5479
Scenario410,prob,0.002
Scenario410,yield_w,2.8087
Scenario410,yield_c,4.5143
Scenario410,yield_b,18.8713
Scenario411,prob,0.002
Scenario411,yield_w,2.927
Scenario411,yield_c,2.7846
Scenario411,yield_b,25.9769
Scenario412,prob,0.002
Scenario412,yield_w,1.8252
Scenario412,yield_c,3.1534
Scenario412,yield_b,22.503
Scenario413,prob,0.002
Scenario413,yield_w,1.5795
Scenario413,yield_c,3.1746
Scenario413,yield_b,22.0515
Scenario414,prob,0.002
Scenario414,yield_w,3.2666
Scenario414,yield_c,4.1042
Scenario414,yield_b,29.7425
Scenario415,prob,0.002
Scenario415,yield_w,2.6994
Scenario415,yield_c,2.9333
Scenario415,yield_b,17.1042
Scenario416,prob,0.002
Scenario416,yield_w,2.0509
Scenario416,yield_c,3.1953
Scenario416,yield_b,24.1753
Scenario417,prob,0.002
Scenario417,yield_w,3.4307
Scenario417,yield_c,3.4255
Scenario417,yield_b,20.2566
Scenario418,prob,0.002
Scenario418,yield_w,2.5694
Scenario418,yield_c,3.1306
Scenario418,yield_b,21.2087
Scenario419,prob,0.002
Scenario419,yield_w,3.2076
Scenario419,yield_c,2.6875
Scenario419,yield_b,26.8781
Scenario420,prob,0.002
Scenario420,yield_w,2.5405
Scenario420,yield_c,3.1359
Scenario420,yield_b,22.2853
Scenario421,prob,0.002
Scenario421,yield_w,3.7364
Scenario421,yield_c,3.7515
Scenario421,yield_b,22.4223
Scenario422,prob,0.002
Scenario422,yield_w,3.5532
Scenario422,yield_c,2.2814
Scenario422,yield_b,24.8263
Scenario423,prob,0.002
Scenario423,yield_w,2.3506
Scenario423,yield_c,3.0931
Scenario423,yield_b,18.3577
Scenario424,prob,0.002
Scenario424,yield_w,3.0829
Scenario424,yield_c,2.5099
Scenario424,yield_b,16.2236
Scenario425,prob,0.002
Scenario425,yield_w,2.8872
Scenario425,yield_c,3.8365
Scenario425,yield_b,15.2984
Scenario426,prob,0.002
Scenario426,yield_w,3.3212
Scenario426,yield_c,1.9338
Scenario426,yield_b,11.1514
Scenario427,prob,0.002
Scenario427,yield_w,1.921
Scenario427,yield_c,2.6088
Scenario427,yield_b,29.2529
Scenario428,prob,0.002
Scenario428,yield_w,2.9116
Scenario428,yield_c,3.264
Scenario428,yield_b,15.0356
Scenario429,prob,0.002
Scenario429,yield_w,3.1351
Scenario429,yield_c,4.0959
Scenario429,yield_b,19.0044
Scenario430,prob,0.002
Scenario430,yield_w,1.4448
Scenario430,yield_c,2.954
Scenario430,yield_b,18.7543
Scenario431,prob,0.002
Scenario431,yield_w,1.79
Scenario431,yield_c,2.6114
Scenario431,yield_b,21.3833
Scenario432,prob,0.002
Scenario432,yield_w,1.2765
Scenario432,yield_c,4.3168
Scenario432,yield_b,23.6708
Scenario433,prob,0.002
Scenario433,yield_w,2.3384
Scenario433,yield_c,1.9864
Scenario433,yield_b,23.8721
Scenario434,prob,0.002
Scenario434,yield_w,2.9305
Scenario434,yield_c,1.4608
Scenario434,yield_b,17.3762
Scenario435,prob,0.002
Scenario435,yield_w,3.4014
Scenario435,yield_c,3.308
Scenario435,yield_b,19.248
Scenario436,prob,0.002
Scenario436,yield_w,2.5445
Scenario436,yield_c,2.6486
Scenario436,yield_b,21.2716
Scenario437,prob,0.002
Scenario437,yield_w,3.4772
Scenario437,yield_c,2.2851
Scenario437,yield_b,18.8809
Scenario438,prob,0.002
Scenario438,yield_w,1.6719
Scenario438,yield_c,3.4958
Scenario438,yield_b,27.2331
Scenario439,prob,0.002
Scenario439,yield_w,1.478
Scenario439,yield_c,3.1707
Scenario439,yield_b,22.2094
Scenario440,prob,0.002
Scenario440,yield_w,2.4667
Scenario440,yield_c,2.6051
Scenario440,yield_b,23.307
Scenario441,prob,0.002
Scenario441,yield_w,2.7304
Scenario441,yield_c,2.1038
Scenario441,yield_b,22.983
Scenario442,prob,0.002
Scenario442,yield_w,2.4804
Scenario442,yield_c,3.6107
Scenario442,yield_b,25.2806
Scenario443,prob,0.002
Scenario443,yield_w,1.2595
Scenario443,yield_c,3.4551
Scenario443,yield_b,20.8146
Scenario444,prob,0.002
Scenario444,yield_w,2.4465
Scenario444,yield_c,2.9306
Scenario444,yield_b,14.1643
Scenario445,prob,0.002
Scenario445,yield_w,1.7173
Scenario445,yield_c,4.2926
Scenario445,yield_b,21.7986
Scenario446,prob,0.002
Scenario446,yield_w,2.9018
Scenario446,yield_c,2.2509
Scenario446,yield_b,17.0689
Scenario447,prob,0.002
Scenario447,yield_w,2.72
Scenario447,yield_c,1.9321
Scenario447,yield_b,17.6212
Scenario448,prob,0.002
Scenario448,yield_w,1.9361
Scenario448,yield_c,2.5157
Scenario448,yield_b,22.6386
Scenario449,prob,0.002
Scenario449,yield_w,2.1917
Scenario449,yield_c,2.9681
Scenario449,yield_b,25.5723
Scenario450,prob,0.002
Scenario450,yield_w,1.8645
Scenario450,yield_c,3.1703
Scenario450,yield_b,20.0957
Scenario451,prob,0.002
Scenario451,yield_w,2.4624
Scenario451,yield_c,2.8311
Scenario451,yield_b,21.3897
Scenario452,prob,0.002
Scenario452,yield_w,3.0731
Scenario452,yield_c,3.2464
Scenario452,yield_b,27.66
Scenario453,prob,0.002
Scenario453,yield_w,1.9086
Scenario453,yield_c,2.1239
Scenario453,yield_b,21.0834
Scenario454,prob,0.002
Scenario454,yield_w,2.8024
Scenario454,yield_c,4.0106
Scenario454,yield_b,31.7076
Scenario455,prob,0.002
Scenario455,yield_w,2.1818
Scenario455,yield_c,2.9425
Scenario455,yield_b,22.5448
Scenario456,prob,0.002
Scenario456,yield_w,2.0243
Scenario456,yield_c,3.7821
Scenario456,yield_b,12.0766
Scenario457,prob,0.002
Scenario457,yield_w,2.4358
Scenario457,yield_c,3.2399
Scenario457,yield_b,23.39
Scenario458,prob,0.002
Scenario458,yield_w,1.8789
Scenario458,yield_c,3.3197
